Country_ID;Year;Adjusted savings: natural resources depletion (% of GNI);Adjusted savings: net forest depletion (% of GNI);Annual freshwater withdrawals, total (% of internal resources);CO2 emissions (metric tons per capita);Economic and Social Rights Performance Score;Electricity production from coal sources (% of total);Energy imports, net (% of energy use);Fossil fuel energy consumption (% of total);Heat Index 35;Heating Degree Days;Land Surface Temperature;Level of water stress: freshwater withdrawal as a proportion of available freshwater resources;Methane emissions (metric tons of CO2 equivalent per capita);Nitrous oxide emissions (metric tons of CO2 equivalent per capita);PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);Renewable energy consumption (% of total final energy consumption);Tree Cover Loss (hectares)
LU;2019;0.012389747;0.012389747;4.93;15.3230398;2.438455588;16.79499613;47.41131566;71.30324629;0;5646.03;16.076666;4.087893864;0.901147926;0.620515649;10.06890585;16.45;509
LU;2020;0.009012233;0.009012233;4.78;12.45695323;2.438455588;16.79499613;47.41131566;71.30324629;0;5251.36;16.1547057;3.963515755;0.881577192;0.568710099;13.63815962;20.79;655
LU;2021;0.00620788;0.00620788;13.46723108;5.793648854;2.438455588;16.79499613;47.41131566;71.30324629;0;5899.288144;14.5944752;16.89458258;0.863101563;0.488674145;13.63815962;19.59;1055
LV;2013;0.070597145;0;1.393152302;3.702785436;2.40182469;0.016105653;50.60951568;58.92421248;0;7639.25;9.04612393;1.390689452;1.026408909;1.094701411;15.55702788;39.6;27766
LV;2014;0.070213249;0;0.994687131;3.65250564;2.408395545;0;45.16008775;56.71742757;0;7474.23;10.3590608;0.992928698;1.064817821;1.126325316;16.19572343;40.24;32203
LV;2015;0.027372028;0;1.04309327;3.699519653;2.43044006;0;47.41131566;71.30324629;0;7027.5;10.5933007;1.041249263;1.033424065;1.173590711;13.78739916;38.1;30830
LV;2016;0.014890573;0;1.097153878;3.646422599;2.432908736;16.79499613;47.41131566;71.30324629;0;7578.2;9.9053096;1.095214302;1.047974702;1.171424253;12.896183;38.48;44945
LV;2017;0.028461008;0;1.069170962;3.664156174;2.435445962;16.79499613;47.41131566;71.30324629;0;7601.01;9.28094903;1.067280854;1.054274627;1.176266283;11.78077521;42.6;47085
LV;2018;0.063475156;0;1.082343566;4.039697505;2.431394191;16.79499613;47.41131566;71.30324629;0;7303.08;11.9063158;1.080430171;1.038065513;1.149885844;12.208934;40.97;46923
LV;2019;0.046901077;0;1.054480519;3.954965509;2.438455588;16.79499613;47.41131566;71.30324629;0;6879.49;11.5942303;1.052616382;1.034607945;1.211475451;12.01165835;41.48;57403
LV;2020;0.024215831;0;1.06972255;3.645612168;2.438455588;16.79499613;47.41131566;71.30324629;0;6499.55;10.9695174;1.067831467;1.027552188;1.238551436;13.63815962;43.75;50463
LV;2021;0.051110585;0;13.46723108;5.793648854;2.438455588;16.79499613;47.41131566;71.30324629;0;5899.288144;7.96822902;16.89458258;0.863101563;0.488674145;13.63815962;19.59;48422
NL;2013;0.932413422;0;96.72727273;9.348141014;2.483884804;27.06908076;10.38468626;91.5543679;0;5796.8;14.4685882;20.20125309;1.021509676;0.511755606;12.72082828;4.94;514
NL;2014;0.572471423;0;86.27272727;8.881905066;2.485834905;31.348508;19.76928935;90.92188386;0;4568.62;15.5938967;18.01784697;1.018763825;0.527594122;12.18576243;5.53;875
NL;2015;0.341319075;0;76.46363636;9.290242937;2.484189992;38.65358408;35.02100765;93.46100461;0;5088.82;14.6551477;15.96924245;1.02878573;0.544585266;12.65099613;5.75;894
NL;2016;0.195597658;0;72.94;9.306892404;2.49109469;16.79499613;47.41131566;71.30324629;0;5222.68;14.6219753;15.23333966;1.019866798;0.528118055;11.51731149;5.62;1407
NL;2017;0.215336076;0;71.96545455;9.089265634;2.505118934;16.79499613;47.41131566;71.30324629;0;5012.88;14.7803738;15.02980824;0.964537863;0.513597941;12.42053652;6.39;1333
NL;2018;0.320730425;0;73.54727273;8.785144105;2.502264079;16.79499613;47.41131566;71.30324629;0;4903.52;16.467841;16.36698361;0.901206871;0.490088689;12.07642052;7.44;1271
NL;2019;0.201138067;0;76.39454545;8.41396928;2.438455588;16.79499613;47.41131566;71.30324629;0;4919.32;15.5930908;17.00060692;0.895918718;0.490094944;12.0392862;8.61;2481
NL;2020;0.072465705;0;75.50909091;7.471553479;2.438455588;16.79499613;47.41131566;71.30324629;0;4676.17;16.4072227;16.80356059;0.871517736;0.477992782;13.63815962;10.79;1922
NL;2021;0.302246219;0;13.46723108;5.793648854;2.438455588;16.79499613;47.41131566;71.30324629;0;5899.288144;14.4053112;16.89458258;0.863101563;0.488674145;13.63815962;19.59;2457
NO;2013;6.233683722;0;0.720890052;7.801169496;2.525939219;0.113162865;-494.8157478;61.84011851;0;10261.75;0.18743901;2.094144487;0.926103644;0.674745583;7.27897533;57.24;33069
NO;2014;5.741884816;0;0.727434555;7.716801577;2.537039923;0.109045077;-582.8993394;57.97823335;0;9567.58;0.37066713;2.113155894;0.898841279;0.674959286;7.454135917;56.32;39149
NO;2015;3.777854223;0;0.710340314;7.764858661;2.545516736;0.104917942;-581.3465735;56.95162865;0;9811.67;0.18745369;2.063498099;0.894113051;0.673936406;7.00932544;57.28;36639
NO;2016;2.884514469;0;0.693246073;7.56103856;2.525375399;16.79499613;47.41131566;71.30324629;0;10005.75;0.6874845;2.013840304;0.883009209;0.673882241;6.594523915;58.37;60082
NO;2017;4.017260385;0;0.70447644;7.42375167;2.531289317;16.79499613;47.41131566;71.30324629;0;10267.16;-1.0629449;2.046463878;0.87276653;0.672522266;6.652507161;59.52;57917
NO;2018;5.422994076;0;0.70447644;7.261315879;2.522422942;16.79499613;47.41131566;71.30324629;0;10081.49;0.31279181;2.046463878;0.846856129;0.660583631;6.695799295;59.74;59220
NO;2019;4.581251482;0;0.70447644;7.042320943;2.438455588;16.79499613;47.41131566;71.30324629;0;10243.43;-0.6264288;2.046463878;0.817117833;0.666821428;6.642383374;60.6;64784
NO;2020;3.180995074;0;0.70447644;6.72508005;2.438455588;16.79499613;47.41131566;71.30324629;0;9506.48;-0.1253483;2.046463878;0.807283473;0.654895604;13.63815962;61.29;68363
NO;2021;7.713108155;0;13.46723108;5.793648854;2.438455588;16.79499613;47.41131566;71.30324629;0;5899.288144;-0.4378843;16.89458258;0.863101563;0.488674145;13.63815962;19.59;63937
PL;2013;0.340743491;0;20.97014925;7.841820794;2.505853786;85.20686249;27.33209502;91.14640642;0;6664.28;13.3125298;38.90619592;0.813678417;0.601907993;23.69389027;11.41;35015
PL;2014;0.26892381;0;19.83395522;7.516889192;2.511924203;82.99328741;28.39101101;90.0879643;0;5957.9;14.4375554;36.79820007;0.795425714;0.588986266;23.91940281;11.58;56279
PL;2015;0.202021645;0;19.49253731;7.610021183;2.509554276;80.90616462;28.54636235;90.29137544;0;5931.95;14.9376174;36.16476289;0.785152468;0.594766614;22.76911952;11.87;42743
PL;2016;0.176974697;0;19.19589552;7.895752254;2.529732527;16.79499613;47.41131566;71.30324629;0;6242.8;14.0624543;35.61439945;0.763862738;0.618980153;21.81786779;11.34;86510
PL;2017;0.240568821;0;18.80597015;8.236243136;2.528969529;16.79499613;47.41131566;71.30324629;0;6320.01;13.4373004;34.89096573;0.773008698;0.635380883;22.779038;11.13;96252
PL;2018;0.283466956;0;17.90671642;8.209531333;2.53806107;16.79499613;47.41131566;71.30324629;0;5942.55;15.937271;33.22256836;0.796188901;0.606769289;22.74705532;15.05;96846
PL;2019;0.180124337;0;16.76115485;7.768855783;2.438455588;16.79499613;47.41131566;71.30324629;0;5665.63;15.4372945;31.0971928;0.782226567;0.616625133;22.6420051;15.62;76721
PL;2020;0.111785662;0;16.16977612;7.367563373;2.438455588;16.79499613;47.41131566;71.30324629;0;5725.43;14.4378079;30;0.779448727;0.603297238;13.63815962;16.14;74959
PL;2021;0.320485036;0;13.46723108;5.793648854;2.438455588;16.79499613;47.41131566;71.30324629;0;5899.288144;12.6880541;16.89458258;0.863101563;0.488674145;13.63815962;19.59;77568
PT;2013;0.056799201;0;23.01508772;4.451935228;2.469572888;23.42581232;73.17307897;73.34962913;0;3065.15;22.8121339;17.57229924;1.097587347;0.29784544;8.917701837;30.17;51884
PT;2014;0.051662381;0;22.83953216;4.416000981;2.450289619;23.00275217;71.66828631;72.8127263;0;2650.88;22.5618859;17.43826044;1.101456685;0.312307451;8.77615963;30.46;60259
PT;2015;0.020395193;0;22.66397661;4.812853275;2.461895073;28.71823872;76.86056368;77.02412256;0;2612.7;23.8118584;17.30422164;1.109248498;0.312024171;8.893342519;27.21;46097
PT;2016;0.014775029;0;22.48842105;4.716035676;2.473179514;16.79499613;47.41131566;71.30324629;0;2847.7;22.8127682;17.17018284;1.107421534;0.307521284;7.921467562;29;94647
PT;2017;0.046045389;0;16.21439474;5.171956157;2.487326291;16.79499613;47.41131566;71.30324629;0;2519.83;24.8121469;12.37988748;1.12325578;0.3158074;8.478894344;24.42;173895
PT;2018;0.085826192;0;16.13034211;4.809612613;2.482781515;16.79499613;47.41131566;71.30324629;0;2996.52;22.906568;12.31571228;1.107544465;0.303722047;8.29850884;27.47;97437
PT;2019;0.093458126;0;16.13034211;4.332448043;2.438455588;16.79499613;47.41131566;71.30324629;0;2696.64;23.4364716;12.31571228;1.111906847;0.306988804;8.254802244;28.19;36886
PT;2020;0.177444129;0.09700364;16.13034211;3.784907587;2.438455588;16.79499613;47.41131566;71.30324629;0;2548.84;23.1869046;12.31571228;1.105479298;0.30029278;13.63815962;31.21;62044
PT;2021;0.248724788;0.092045015;13.46723108;5.793648854;2.438455588;16.79499613;47.41131566;71.30324629;0;5899.288144;22.8125554;16.89458258;0.863101563;0.488674145;13.63815962;19.59;37224
RO;2013;1.211974675;0;15.14393582;3.607471352;2.167185414;28.96337297;18.75932353;73.49376345;0;5720.08;17.5633163;6.008800674;0.854752931;0.431414082;16.48954454;23.07;12946
RO;2014;0.937295591;0;14.82302973;3.593303303;2.20439368;27.31204564;16.77549802;72.52369457;0;5503;18.6876707;5.881471772;0.863021241;0.419230885;16.55872786;24.31;19482
RO;2015;0.60320227;0;15.25483719;3.699829468;2.182683707;27.63872455;47.41131566;71.30324629;0;5526.19;18.4383631;6.052804045;0.868354083;0.432343257;16.09492405;23.67;10906
RO;2016;0.362175747;0;15.04011326;3.633348386;2.180904753;16.79499613;47.41131566;71.30324629;0;5803.03;17.0629686;5.967606029;0.866666385;0.43979252;15.19734324;24.4;23045
RO;2017;0.477322075;0;15.98159509;3.788308728;2.185660198;16.79499613;47.41131566;71.30324629;0;5806.35;17.9372762;6.341166557;0.870668536;0.467706496;15.71390854;23.35;19187
RO;2018;0.643401073;0;15.13921661;3.861061715;2.178865259;16.79499613;47.41131566;71.30324629;0;5499.28;18.0621963;6.00692819;0.863181885;0.500939185;15.69941205;23.03;18974
RO;2019;0.475352117;0;15.13921661;3.817062957;2.438455588;16.79499613;47.41131566;71.30324629;0;5202.56;18.8120269;6.00692819;0.858917162;0.499360738;15.67108952;23.54;12266
RO;2020;0.230256745;0;15.13921661;3.564137501;2.438455588;16.79499613;47.41131566;71.30324629;0;5357.06;18.1848245;6.00692819;0.854334163;0.47504477;13.63815962;24.06;27446
RO;2021;0.750715752;0;13.46723108;5.793648854;2.438455588;16.79499613;47.41131566;71.30324629;0;5899.288144;17.4377448;16.89458258;0.863101563;0.488674145;13.63815962;19.59;14699
RS;2013;1.05136495;0;56.01284644;6.486829109;2.372488751;73.13839957;23.67934184;88.48592488;0;4956.98;18.8131124;5.307111462;1.55105696;0.682032672;28.69870346;20.03;2798
RS;2014;0.956035933;0;46.8062329;5.466697221;2.359795667;66.2739939;28.78146807;83.87126164;0;4613.09;18.5943209;4.434802209;1.596706049;0.579947238;28.20153736;23.25;4388
RS;2015;0.508476682;0;55.77494945;6.399950503;2.383695413;72.42984439;47.41131566;71.30324629;0;5049.27;19.0641734;5.284571171;1.623258866;0.551769655;27.89252544;21.24;2815
RS;2016;0.388347211;0;55.98905674;6.607094434;2.386049171;16.79499613;47.41131566;71.30324629;0;5106.14;17.5635085;5.304857433;1.622066868;0.60335793;25.34308507;20.91;4676
RS;2017;0.495790252;0;63.95860592;6.743135953;2.3742711;16.79499613;47.41131566;71.30324629;0;5252.72;19.1874444;6.059957173;1.634437297;0.562770458;26.41632295;20;3571
RS;2018;0.584568883;0;66.10562626;6.615354386;2.360262794;16.79499613;47.41131566;71.30324629;0;4762.69;18.9393493;6.263383298;1.638480656;0.498544869;25.88760434;21.05;3966
RS;2019;0.474261968;0;66.83240157;6.627579916;2.438455588;16.79499613;47.41131566;71.30324629;0;4639.45;19.5626875;6.332243886;1.661238746;0.588844138;25.35417205;21.53;3962
RS;2020;0.266130029;0;63.33412632;6.714517172;2.438455588;16.79499613;47.41131566;71.30324629;0;4926.07;18.6868027;6.00078891;1.700911882;0.6339499;13.63815962;26.01;4987
RS;2021;0.637500291;0;13.46723108;5.793648854;2.438455588;16.79499613;47.41131566;71.30324629;0;5899.288144;19.0637254;16.89458258;0.863101563;0.488674145;13.63815962;19.59;4072
SK;2013;0.018704385;0;5.058730159;6.081287651;2.338680368;12.36585537;60.67990345;66.42439974;0;6517.58;14.3145531;2.742685026;0.798270231;0.359192834;19.63711495;10.68;5076
SK;2014;0.014677306;0;4.438888889;5.617285785;2.324847657;12.36186828;58.82671105;63.94609543;0;5664.83;15.188489;2.406626506;0.752887538;0.372552252;19.3125724;12.24;17366
SK;2015;0.013010038;0;4.552380952;5.670137972;2.337790017;12.51126464;60.65114478;64.0914951;0;6142.55;15.0626392;2.468158348;0.772613277;0.358541514;19.11555836;13.41;5283
SK;2016;0.012106301;0;4.407142857;5.799847463;2.345557263;16.79499613;47.41131566;71.30324629;0;6371.15;14.811345;2.389414802;0.78544937;0.377551345;17.8694289;13.09;16943
SK;2017;0.013210678;0;4.415079365;6.173022221;2.342973355;16.79499613;47.41131566;71.30324629;0;6567.42;13.5638877;2.393717728;0.782314258;0.35990614;18.2454102;12.43;14213
SK;2018;0.012047635;0;4.416666667;6.059571809;2.354499506;16.79499613;47.41131566;71.30324629;0;5855.22;15.0618751;2.394578313;0.781162476;0.372055829;18.49542534;12.43;17699
SK;2019;0.009487713;0;4.433333333;5.6897073;2.438455588;16.79499613;47.41131566;71.30324629;0;5861.69;15.0627109;2.403614458;0.808895965;0.374721401;18.36521464;17.64;10331
SK;2020;0.007780392;0;4.404761905;5.319054808;2.438455588;16.79499613;47.41131566;71.30324629;0;6054.57;14.3126785;2.388123924;0.807921166;0.372184886;13.63815962;17.64;11947
SK;2021;0.012411815;0;13.46723108;5.793648854;2.438455588;16.79499613;47.41131566;71.30324629;0;5899.288144;13.9377392;16.89458258;0.863101563;0.488674145;13.63815962;19.59;6098
SI;2013;0.157268997;0.146146186;6.189608998;7.062345597;2.504585909;30.84319059;47.28520685;63.74931631;0;5729.2;15.1862852;7.813387424;0.877981386;0.389217141;18.4258514;22.48;639
SI;2014;0.230327538;0.223439648;5.250669523;6.359276036;2.501756419;21.90176543;44.49892058;59.66320668;0;4841.55;15.8129088;6.628127113;0.840320204;0.384235408;18.05674056;22.91;5389
SI;2015;0.240998263;0.235404725;4.804499197;6.367580618;2.525026997;29.59438483;48.54314649;61.11419949;0;5393.78;15.6858457;6.064908722;0.856856285;0.391371087;17.92089482;21.38;1025
SI;2016;0.235164847;0.228629277;4.752544189;6.732550718;2.528865881;16.79499613;47.41131566;71.30324629;0;5487.4;14.6864003;5.999323868;0.872222972;0.394242604;16.52950459;20.96;5395
SI;2017;0.233472819;0.225137561;4.988752009;6.834970006;2.533849752;16.79499613;47.41131566;71.30324629;0;5594.89;15.0642345;6.29749831;0.863886636;0.393792653;16.70789043;19.71;4892
SI;2018;0.227195828;0.217188505;5.147295126;6.785737362;2.536434656;16.79499613;47.41131566;71.30324629;0;5141.42;15.5617236;6.497633536;0.834010989;0.392487026;17.08366574;20.63;8236
SI;2019;0.205588535;0.199419878;5.056239957;6.543333724;2.438455588;16.79499613;47.41131566;71.30324629;0;5137.14;15.436964;6.382691007;0.822378677;0.394215705;16.96940443;20.86;3456
SI;2020;0.184391196;0.179634505;5.372254954;5.934735179;2.438455588;16.79499613;47.41131566;71.30324629;0;5296.17;15.4358819;6.781609195;0.807232621;0.384267476;13.63815962;22.4;3889
SI;2021;0.156536775;0.148835531;13.46723108;5.793648854;2.438455588;16.79499613;47.41131566;71.30324629;0;5899.288144;14.8096989;16.89458258;0.863101563;0.488674145;13.63815962;19.59;2233
SE;2013;0.094933067;0;1.462339181;4.206927664;2.522948922;0.729264005;28.9998175;30.01601561;0;9492.59;4.06238124;3.608369408;0.575817677;0.586443999;6.171492562;47.27;197658
SE;2014;0.073405186;0;1.425614035;4.021509657;2.532926716;0.575042005;28.2711851;29.77474727;0;8932.87;5.06280713;3.517748918;0.555440407;0.602664336;6.454065914;48.61;242523
SE;2015;0.070208071;0;1.388888889;3.992178534;2.568564354;0.666950738;24.65208338;25.11709613;0;9023.88;4.18702063;3.427128427;0.530901682;0.605344061;5.870147043;51.91;216031
SE;2016;0.081336349;0;1.401520468;3.899110005;2.563192248;16.79499613;47.41131566;71.30324629;0;9398.62;3.68755091;3.458297258;0.518656336;0.599755396;5.44671115;50.89;310348
SE;2017;0.135653656;0;1.414152047;3.794924047;2.56168044;16.79499613;47.41131566;71.30324629;0;9557.54;2.68743078;3.48946609;0.508583607;0.611475739;5.693011634;51.82;331217
SE;2018;0.165515769;0;1.426783626;3.529743944;2.572319677;16.79499613;47.41131566;71.30324629;0;9382.85;3.81266441;3.520634921;0.488392651;0.587911475;5.688407622;51.56;290151
SE;2019;0.119056045;0;1.439415205;3.401593966;2.438455588;16.79499613;47.41131566;71.30324629;0;9450.57;3.06208507;3.551803752;0.472217629;0.602516734;5.647572855;52.87;332891
SE;2020;0.117260008;0;1.452046784;3.242989143;2.438455588;16.79499613;47.41131566;71.30324629;0;8555.34;4.93753831;3.582972583;0.462850283;0.616323767;13.63815962;58.4;339968
SE;2021;0.576044788;0;13.46723108;5.793648854;2.438455588;16.79499613;47.41131566;71.30324629;0;5899.288144;2.93792374;16.89458258;0.863101563;0.488674145;13.63815962;19.59;333157
TR;2013;0.214311808;0;22.57268722;4.1903947;2.325580986;26.56045704;73.06535542;88.15732151;0.01;5160.24;21.8753928;38.05986779;0.583310127;0.404174597;27.81978844;13.8;22543
TR;2014;0.171847426;0;22.89427313;4.426835448;2.346172332;30.26753928;74.20811136;89.5439509;0.06;4674.6;22.6254083;38.60209463;0.60402805;0.396646685;27.78269564;11.51;22005
TR;2015;0.097844114;0;23.66079295;4.518290365;2.303934196;29.09509021;75.20788004;86.84318766;0.08;5071.2;21.1250853;39.89452574;0.54351988;0.396554912;28.61166279;13.34;27735
TR;2016;0.081775504;0;26.25991189;4.747839002;2.304296131;16.79499613;47.41131566;71.30324629;0.17;5040.6;21.8750654;44.27690708;0.562103134;0.419672126;27.7790227;13.23;25633
TR;2017;0.091114661;0;25.89823128;5.20587915;2.273489772;16.79499613;47.41131566;71.30324629;0.1;5194.53;21.3760573;43.66707643;0.559970266;0.409259862;26.28925045;11.4;33901
TR;2018;0.157524196;0;26.91347137;5.08691958;2.340882553;16.79499613;47.41131566;71.30324629;0.05;4278.95;22.3743029;45.37887544;0.592369594;0.41048476;26.54401982;11.83;35668
TR;2019;0.170580829;0;27.10730396;4.828961059;2.438455588;16.79499613;47.41131566;71.30324629;0.08;4703.28;22.1243817;45.7056971;0.597522784;0.423414449;26.03180162;14.12;39118
TR;2020;0.155812831;0;27.10730396;4.885863926;2.438455588;16.79499613;47.41131566;71.30324629;0.14;4723.29;22.6247801;45.7056971;0.604964443;0.457303104;13.63815962;13.72;45349
TR;2021;0.08452299;0;13.46723108;5.793648854;2.438455588;16.79499613;47.41131566;71.30324629;0;5899.288144;22.3745715;16.89458258;0.863101563;0.488674145;13.63815962;19.59;79284
